Unnamed: 0,date,language_x,userid,level,word,guess,success,flight,success_rate,offered,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket,model_prediction,model_correct,dob,country,language_y
170544,11/14/2018 17:46,es,78e160e8-5983-4675-bc50-7507ffd930ff,5,reacted,reaccionar,False, noflight,0.0,26,17527,3320.0,V,0,0.0,2,5,81.81818182,react,41308,10,True,False,1/1/2007,Colombia,Spanish
173321,11/14/2018 17:51,es,78e160e8-5983-4675-bc50-7507ffd930ff,11,guessing,adivinacion,False, noflight,13.63636364,22,16691,5418.0,VBG,4,0.08510638300000001,1,11,0.0,guess,129543,9,False,True,1/1/2007,Colombia,Spanish
192065,11/14/2018 17:55,es,78e160e8-5983-4675-bc50-7507ffd930ff,7,smoking,ropa,False, noflight,33.33333333,27,17580,3566.0,NN,14,0.191489362,2,7,54.54545455,smoke,96795,7,True,False,1/1/2007,Colombia,Spanish
192066,11/14/2018 17:55,es,78e160e8-5983-4675-bc50-7507ffd930ff,7,smoking,ropa,False, noflight,33.33333333,27,13659,6933.0,NN,14,0.191489362,5,7,54.54545455,smoke,96795,7,True,False,1/1/2007,Colombia,Spanish
205739,11/14/2018 17:50,es,78e160e8-5983-4675-bc50-7507ffd930ff,5,roof,techo,True, noflight,40.0,25,12421,2409.0,NN,128,0.574468085,1,5,90.90909091,roof,493752,6,True,True,1/1/2007,Colombia,Spanish
214965,11/14/2018 17:48,es,78e160e8-5983-4675-bc50-7507ffd930ff,11,serious,grave,True, noflight,71.42857143,28,11791,1206.0,JJ,37,0.46808510600000003,2,11,0.0,serious,1290011,3,False,False,1/1/2007,Colombia,Spanish
45,11/21/2018 15:41,es,a6de1ead-0aca-4392-b748-ad104311e010,1,came,vino,True, languagerank,39.13043478,23,10421,87.0,VBD,108,0.787234043,1,1,90.90909091,come,3414297,7,True,True,1/1/1999,Ecuador,Spanish
372,11/21/2018 15:55,es,a6de1ead-0aca-4392-b748-ad104311e010,2,helping,ayudando,True, languagerank,20.0,5,12709,105.0,VBG,28,0.404255319,3,2,72.72727273,help,1055263,8,True,True,1/1/1999,Ecuador,Spanish
451,11/21/2018 13:26,es,a6de1ead-0aca-4392-b748-ad104311e010,1,married,casado,True, languagerank,55.55555556,9,11777,3008.0,JJ,32,0.38297872299999997,3,1,72.72727273,marry,306744,5,True,True,1/1/1999,Ecuador,Spanish
674,11/21/2018 21:25,es,a6de1ead-0aca-4392-b748-ad104311e010,1,lips,labios,True, languagerank,80.0,10,12981,3051.0,NNS,34,0.29787234,3,1,72.72727273,lip,206405,2,True,True,1/1/1999,Ecuador,Spanish
779,11/21/2018 13:28,es,a6de1ead-0aca-4392-b748-ad104311e010,2,sound,sonido,True, languagerank,73.91304348,23,12240,733.0,NN,167,0.8297872340000001,1,2,90.90909091,sound,1693512,3,True,True,1/1/1999,Ecuador,Spanish
1460,11/21/2018 13:25,es,a6de1ead-0aca-4392-b748-ad104311e010,2,garages,garaje,False, languagerank,0.0,3,17369,2852.0,NNS,1,0.021276596000000002,4,2,63.63636364,garage,38387,10,True,False,1/1/1999,Ecuador,Spanish
2118,11/21/2018 12:33,es,a6de1ead-0aca-4392-b748-ad104311e010,1,girl,chica,True, languagerank,76.92307692,26,10037,696.0,NN,316,0.8297872340000001,1,1,90.90909091,girl,1162727,3,True,True,1/1/1999,Ecuador,Spanish
2713,11/21/2018 12:31,es,a6de1ead-0aca-4392-b748-ad104311e010,2,systems,sistema,False, languagerank,70.0,10,16117,128.0,NNS,4,0.063829787,4,2,63.63636364,system,2411614,3,True,False,1/1/1999,Ecuador,Spanish
3095,11/22/2018 18:26,es,a6de1ead-0aca-4392-b748-ad104311e010,2,year,aÃ±o,True, noflight,60.0,25,10274,51.0,NN,63,0.574468085,2,2,81.81818182,year,11953901,4,True,True,1/1/1999,Ecuador,Spanish
3096,11/22/2018 18:24,es,a6de1ead-0aca-4392-b748-ad104311e010,2,year,aÃ±o,True, noflight,60.0,25,10274,51.0,NN,63,0.574468085,2,2,81.81818182,year,11953901,4,True,True,1/1/1999,Ecuador,Spanish
3255,11/22/2018 18:27,es,a6de1ead-0aca-4392-b748-ad104311e010,1,us,nosotros,True, noflight,31.57894737,19,10448,117.0,PRP,672,0.957446809,1,1,90.90909091,us,10357927,7,True,True,1/1/1999,Ecuador,Spanish
3870,11/21/2018 15:31,es,a6de1ead-0aca-4392-b748-ad104311e010,2,statues,estatuas,True, languagerank,50.0,2,17858,4509.0,NNS,4,0.042553191,4,2,63.63636364,statue,62785,5,True,True,1/1/1999,Ecuador,Spanish
3928,11/21/2018 15:54,es,a6de1ead-0aca-4392-b748-ad104311e010,1,contact,contacto,True, languagerank,70.0,10,13137,735.0,NN,16,0.276595745,4,1,63.63636364,contact,1726184,3,True,True,1/1/1999,Ecuador,Spanish
5030,11/21/2018 15:44,es,a6de1ead-0aca-4392-b748-ad104311e010,1,football,futbol,True, languagerank,76.47058824,17,10549,1526.0,NN,4,0.08510638300000001,2,1,81.81818182,football,949005,3,True,True,1/1/1999,Ecuador,Spanish
5334,11/21/2018 21:20,es,a6de1ead-0aca-4392-b748-ad104311e010,1,despicable,despresiable,False, languagerank,83.33333333,6,15247,16949.0,JJ,106,0.08510638300000001,3,1,72.72727273,despicable,18688,2,True,False,1/1/1999,Ecuador,Spanish
7437,11/21/2018 15:50,es,a6de1ead-0aca-4392-b748-ad104311e010,2,finished,finalizado,False, languagerank,30.55555556,36,12521,5060.0,VBN,43,0.5106382979999999,2,2,81.81818182,finish,912189,7,True,False,1/1/1999,Ecuador,Spanish
7438,11/21/2018 15:50,es,a6de1ead-0aca-4392-b748-ad104311e010,2,finished,finalizado,False, languagerank,30.55555556,36,16456,1786.0,VBN,43,0.5106382979999999,3,2,81.81818182,finish,912189,7,True,False,1/1/1999,Ecuador,Spanish
7833,11/22/2018 18:27,es,a6de1ead-0aca-4392-b748-ad104311e010,1,fact,hecho,True, noflight,36.0,25,12522,333.0,NN,41,0.5106382979999999,2,1,81.81818182,fact,3523545,7,True,True,1/1/1999,Ecuador,Spanish
7961,11/21/2018 13:34,es,a6de1ead-0aca-4392-b748-ad104311e010,1,history,historia,True, languagerank,66.66666667,9,12996,435.0,NN,30,0.29787234,3,1,72.72727273,history,3291015,4,True,True,1/1/1999,Ecuador,Spanish
9141,11/21/2018 21:20,es,a6de1ead-0aca-4392-b748-ad104311e010,2,emotional,emosional,False, languagerank,60.0,5,13601,2200.0,JJ,20,0.191489362,4,2,63.63636364,emotional,608462,4,True,False,1/1/1999,Ecuador,Spanish
9471,11/21/2018 12:43,es,a6de1ead-0aca-4392-b748-ad104311e010,2,stuck,atascado,True, languagerank,25.0,56,16674,2333.0,NN,95,0.659574468,2,2,90.90909091,stick,431493,8,True,True,1/1/1999,Ecuador,Spanish
9472,11/21/2018 12:43,es,a6de1ead-0aca-4392-b748-ad104311e010,2,stuck,atascado,True, languagerank,25.0,56,12330,6692.0,NN,95,0.659574468,1,2,90.90909091,stick,431493,8,True,True,1/1/1999,Ecuador,Spanish
10050,11/22/2018 18:23,es,a6de1ead-0aca-4392-b748-ad104311e010,3,everywhere,cualquier,False, noflight,33.33333333,27,12413,2693.0,RB,60,0.595744681,2,3,81.81818182,everywhere,473944,7,True,False,1/1/1999,Ecuador,Spanish
10865,11/22/2018 18:26,es,a6de1ead-0aca-4392-b748-ad104311e010,2,warm,caliente,True, noflight,54.54545455,22,10494,3780.0,NN,48,0.5106382979999999,2,2,81.81818182,warm,888603,5,True,True,1/1/1999,Ecuador,Spanish
11826,11/21/2018 12:36,es,a6de1ead-0aca-4392-b748-ad104311e010,1,drive,conductor,False, languagerank,60.0,20,9696,600.0,NN,76,0.36170212799999996,2,1,81.81818182,drive,1051285,4,True,False,1/1/1999,Ecuador,Spanish
11827,11/21/2018 13:22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,drive,manejar,True, languagerank,60.0,20,9696,600.0,NN,76,0.36170212799999996,2,1,81.81818182,drive,1051285,4,True,True,1/1/1999,Ecuador,Spanish
11828,11/21/2018 15:56,es,a6de1ead-0aca-4392-b748-ad104311e010,1,drive,manejar,True, languagerank,60.0,20,9696,600.0,NN,76,0.36170212799999996,2,1,81.81818182,drive,1051285,4,True,True,1/1/1999,Ecuador,Spanish
12614,11/21/2018 12:35,es,a6de1ead-0aca-4392-b748-ad104311e010,1,respected,respetado,True, languagerank,0.0,5,17574,3510.0,VBN,1,0.021276596000000002,3,1,72.72727273,respect,83988,10,True,True,1/1/1999,Ecuador,Spanish
12741,11/21/2018 15:37,es,a6de1ead-0aca-4392-b748-ad104311e010,2,connect,conectar,True, languagerank,75.0,4,11833,704.0,NN,6,0.106382979,8,2,27.27272727,connect,1059682,3,False,False,1/1/1999,Ecuador,Spanish
12742,11/21/2018 15:29,es,a6de1ead-0aca-4392-b748-ad104311e010,2,connect,conectar,True, languagerank,75.0,4,11833,704.0,NN,6,0.106382979,8,2,27.27272727,connect,1059682,3,False,False,1/1/1999,Ecuador,Spanish
13967,11/21/2018 15:26,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cities,ciudades,True, languagerank,50.0,22,16145,212.0,NNS,2,0.042553191,2,1,81.81818182,city,809011,5,True,True,1/1/1999,Ecuador,Spanish
14098,11/21/2018 12:35,es,a6de1ead-0aca-4392-b748-ad104311e010,2,plus,mas,False, languagerank,0.0,3,13321,11628.0,CC,19,0.23404255300000001,4,2,63.63636364,plus,1187841,10,True,False,1/1/1999,Ecuador,Spanish
14099,11/21/2018 13:26,es,a6de1ead-0aca-4392-b748-ad104311e010,2,plus,mÃ¡s,True, languagerank,0.0,3,13321,11628.0,CC,19,0.23404255300000001,4,2,63.63636364,plus,1187841,10,True,True,1/1/1999,Ecuador,Spanish
14100,11/21/2018 13:23,es,a6de1ead-0aca-4392-b748-ad104311e010,2,plus,mÃ¡s,True, languagerank,0.0,3,13321,11628.0,CC,19,0.23404255300000001,4,2,63.63636364,plus,1187841,10,True,True,1/1/1999,Ecuador,Spanish
14761,11/21/2018 13:30,es,a6de1ead-0aca-4392-b748-ad104311e010,1,party,fiesta,True, languagerank,57.14285714,28,9656,414.0,NN,124,0.574468085,1,1,90.90909091,party,2545184,5,True,True,1/1/1999,Ecuador,Spanish
15097,11/21/2018 15:32,es,a6de1ead-0aca-4392-b748-ad104311e010,2,stopped,detenido,True, languagerank,34.782608700000004,23,12556,472.0,VBD,35,0.489361702,2,2,81.81818182,stop,658340,7,True,True,1/1/1999,Ecuador,Spanish
15822,11/21/2018 13:20,es,a6de1ead-0aca-4392-b748-ad104311e010,2,closed,cerrado,True, languagerank,69.76744186,43,12483,4007.0,VBD,54,0.531914894,2,2,81.81818182,close,622575,4,True,True,1/1/1999,Ecuador,Spanish
15823,11/21/2018 13:20,es,a6de1ead-0aca-4392-b748-ad104311e010,2,closed,cerrado,True, languagerank,69.76744186,43,16489,3488.0,VBD,54,0.531914894,1,2,81.81818182,close,622575,4,True,True,1/1/1999,Ecuador,Spanish
16403,11/22/2018 18:27,es,a6de1ead-0aca-4392-b748-ad104311e010,1,and,y,True, noflight,63.63636364,33,9496,3.0,CC,13272,1.0,1,1,90.90909091,and,387117884,4,True,True,1/1/1999,Ecuador,Spanish
16548,11/21/2018 16:01,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cake,panquÃ©,False, languagerank,33.33333333,9,10766,2189.0,NN,42,0.276595745,3,1,72.72727273,cake,491336,7,True,False,1/1/1999,Ecuador,Spanish
17088,11/21/2018 13:19,es,a6de1ead-0aca-4392-b748-ad104311e010,1,innocent,inocente,True, languagerank,75.0,4,14390,5167.0,NN,12,0.127659574,6,1,45.45454545,innocent,178375,3,False,False,1/1/1999,Ecuador,Spanish
17547,11/21/2018 16:01,es,a6de1ead-0aca-4392-b748-ad104311e010,2,kicks,patadas,True, languagerank,29.03225806,31,12476,4244.0,NNS,87,0.531914894,2,2,81.81818182,kick,93905,8,True,True,1/1/1999,Ecuador,Spanish
18153,11/21/2018 12:40,es,a6de1ead-0aca-4392-b748-ad104311e010,2,lamps,lamparas,True, languagerank,20.0,10,17705,3909.0,N,0,0.0,3,2,72.72727273,lamp,102955,8,True,True,1/1/1999,Ecuador,Spanish
18313,11/21/2018 13:35,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,relevado,False, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,False,1/1/1999,Ecuador,Spanish
18314,11/21/2018 15:55,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,aliviado,True, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,True,1/1/1999,Ecuador,Spanish
18315,11/21/2018 15:47,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,aliviado,True, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,True,1/1/1999,Ecuador,Spanish
18316,11/21/2018 15:38,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,liberado,False, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,False,1/1/1999,Ecuador,Spanish
18317,11/21/2018 15:29,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,aliviado,True, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,True,1/1/1999,Ecuador,Spanish
18318,11/21/2018 15:28,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,relevado,False, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,False,1/1/1999,Ecuador,Spanish
18319,11/21/2018 21:22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,aliviado,True, languagerank,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,True,1/1/1999,Ecuador,Spanish
18320,11/22/2018 18:26,es,a6de1ead-0aca-4392-b748-ad104311e010,2,relieved,aliviado,True, noflight,33.33333333,9,12829,4439.0,VBN,36,0.34042553200000003,3,2,72.72727273,relieve,60514,7,True,True,1/1/1999,Ecuador,Spanish
18472,11/21/2018 12:38,es,a6de1ead-0aca-4392-b748-ad104311e010,2,knows,sabe,True, languagerank,22.22222222,18,12258,73.0,NNS,112,0.787234043,1,2,90.90909091,know,1048913,8,True,True,1/1/1999,Ecuador,Spanish
18854,11/21/2018 21:23,es,a6de1ead-0aca-4392-b748-ad104311e010,1,queens,reinas,True, languagerank,34.782608700000004,23,17119,2233.0,NNS,2,0.042553191,1,1,90.90909091,queen,50814,7,True,True,1/1/1999,Ecuador,Spanish
18855,11/22/2018 18:26,es,a6de1ead-0aca-4392-b748-ad104311e010,1,queens,reinas,True, noflight,34.782608700000004,23,17119,2233.0,NNS,2,0.042553191,1,1,90.90909091,queen,50814,7,True,True,1/1/1999,Ecuador,Spanish
19328,11/21/2018 12:28,es,a6de1ead-0aca-4392-b748-ad104311e010,2,pretending,pretendiendo,True, languagerank,50.0,6,13486,4829.0,VBG,15,0.212765957,5,2,54.54545455,pretend,56482,5,True,True,1/1/1999,Ecuador,Spanish
19419,11/21/2018 12:28,es,a6de1ead-0aca-4392-b748-ad104311e010,2,against,contra,True, languagerank,28.0,25,10770,281.0,IN,179,0.808510638,1,2,90.90909091,against,4930936,8,True,True,1/1/1999,Ecuador,Spanish
19675,11/21/2018 13:23,es,a6de1ead-0aca-4392-b748-ad104311e010,2,seeking,buscando,True, languagerank,55.55555556,9,16436,858.0,VBG,5,0.042553191,6,2,45.45454545,seek,638971,5,False,False,1/1/1999,Ecuador,Spanish
19840,11/21/2018 13:20,es,a6de1ead-0aca-4392-b748-ad104311e010,1,today,hoy,True, languagerank,62.96296296,27,10492,298.0,NN,168,0.85106383,1,1,90.90909091,today,4631862,4,True,True,1/1/1999,Ecuador,Spanish
20185,11/21/2018 12:30,es,a6de1ead-0aca-4392-b748-ad104311e010,2,horrors,horror,False, languagerank,40.0,5,17662,3760.0,N,0,0.0,3,2,72.72727273,horror,41784,6,True,False,1/1/1999,Ecuador,Spanish
20917,11/22/2018 18:31,es,a6de1ead-0aca-4392-b748-ad104311e010,11,final,final,True, noflight,56.52173913,23,9790,2322.0,JJ,280,0.46808510600000003,1,11,0.0,final,1984108,5,False,False,1/1/1999,Ecuador,Spanish
22651,11/21/2018 12:34,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cup,copa,True, languagerank,63.63636364,22,10473,1081.0,NN,70,0.38297872299999997,2,1,81.81818182,cup,1224021,4,True,True,1/1/1999,Ecuador,Spanish
22817,11/21/2018 13:28,es,a6de1ead-0aca-4392-b748-ad104311e010,1,steps,pasos,True, languagerank,52.94117647,17,12381,410.0,NNS,253,0.617021277,1,1,90.90909091,step,1270556,5,True,True,1/1/1999,Ecuador,Spanish
23679,11/22/2018 18:32,es,a6de1ead-0aca-4392-b748-ad104311e010,11,approaching,aprovechando,False, noflight,7.692307692000001,26,12548,2001.0,VBG,41,0.489361702,2,11,0.0,approach,170538,10,False,True,1/1/1999,Ecuador,Spanish
24578,11/21/2018 21:27,es,a6de1ead-0aca-4392-b748-ad104311e010,2,check,comprobar,True, languagerank,50.0,18,12482,341.0,NN,59,0.531914894,2,2,81.81818182,check,3044778,5,True,True,1/1/1999,Ecuador,Spanish
26216,11/22/2018 18:26,es,a6de1ead-0aca-4392-b748-ad104311e010,6,somebody,alguien,True, noflight,26.92307692,26,12436,3283.0,NN,69,0.574468085,2,6,81.81818182,somebody,350669,8,True,True,1/1/1999,Ecuador,Spanish
26799,11/21/2018 21:23,es,a6de1ead-0aca-4392-b748-ad104311e010,2,straight,recto,True, languagerank,15.38461538,26,12299,2490.0,NN,89,0.723404255,1,2,90.90909091,straight,712196,9,True,True,1/1/1999,Ecuador,Spanish
27151,11/22/2018 18:26,es,a6de1ead-0aca-4392-b748-ad104311e010,2,question,pregunta,True, noflight,57.14285714,28,12344,235.0,NN,67,0.659574468,2,2,81.81818182,question,2774292,5,True,True,1/1/1999,Ecuador,Spanish
28288,11/21/2018 15:37,es,a6de1ead-0aca-4392-b748-ad104311e010,2,safe,seguro,True, languagerank,38.46153846,26,9730,6494.0,JJ,101,0.723404255,1,2,90.90909091,safe,1656475,7,True,True,1/1/1999,Ecuador,Spanish
28290,11/21/2018 15:34,es,a6de1ead-0aca-4392-b748-ad104311e010,2,safe,seguro,True, languagerank,38.46153846,26,9730,6494.0,JJ,101,0.723404255,1,2,90.90909091,safe,1656475,7,True,True,1/1/1999,Ecuador,Spanish
28294,11/22/2018 18:23,es,a6de1ead-0aca-4392-b748-ad104311e010,2,safe,seguro,True, noflight,38.46153846,26,9730,6494.0,JJ,101,0.723404255,1,2,90.90909091,safe,1656475,7,True,True,1/1/1999,Ecuador,Spanish
28828,11/21/2018 13:32,es,a6de1ead-0aca-4392-b748-ad104311e010,1,closer,cerca,True, languagerank,38.095238099999996,21,12494,1252.0,NN,115,0.5106382979999999,2,1,81.81818182,close,281500,7,True,True,1/1/1999,Ecuador,Spanish
29570,11/21/2018 12:37,es,a6de1ead-0aca-4392-b748-ad104311e010,3,having,teniendo,True, languagerank,47.36842105,19,12323,10.0,VBG,85,0.6808510640000001,2,3,81.81818182,have,5127337,6,True,True,1/1/1999,Ecuador,Spanish
29729,11/22/2018 18:29,es,a6de1ead-0aca-4392-b748-ad104311e010,5,reacts,reaccion,False, noflight,14.81481481,27,13565,3320.0,NNS,113,0.191489362,2,5,81.81818182,react,52230,9,True,False,1/1/1999,Ecuador,Spanish
30065,11/21/2018 16:00,es,a6de1ead-0aca-4392-b748-ad104311e010,1,nice,bien,False, languagerank,33.33333333,21,9803,662.0,JJ,220,0.9361702129999999,1,1,90.90909091,nice,2242209,7,True,False,1/1/1999,Ecuador,Spanish
31205,11/21/2018 12:47,es,a6de1ead-0aca-4392-b748-ad104311e010,2,wings,viento,False, languagerank,32.25806452,31,12592,2267.0,NNS,70,0.446808511,2,2,81.81818182,wing,275294,7,True,False,1/1/1999,Ecuador,Spanish
31207,11/21/2018 13:20,es,a6de1ead-0aca-4392-b748-ad104311e010,2,wings,alas,True, languagerank,32.25806452,31,12592,2267.0,NNS,70,0.446808511,2,2,81.81818182,wing,275294,7,True,True,1/1/1999,Ecuador,Spanish
31672,11/21/2018 15:50,es,a6de1ead-0aca-4392-b748-ad104311e010,1,me,yo,True, languagerank,57.89473684,19,9518,79.0,PRP,3151,0.978723404,1,1,90.90909091,me,16622562,5,True,True,1/1/1999,Ecuador,Spanish
32046,11/22/2018 18:29,es,a6de1ead-0aca-4392-b748-ad104311e010,1,home,hogar,True, noflight,61.9047619,21,12173,720.0,NN,402,0.978723404,1,1,90.90909091,home,5945801,4,True,True,1/1/1999,Ecuador,Spanish
32268,11/21/2018 15:48,es,a6de1ead-0aca-4392-b748-ad104311e010,1,charming,embrujando,False, languagerank,0.0,15,12960,12773.0,VBG,253,0.29787234,1,1,90.90909091,charming,166747,10,True,False,1/1/1999,Ecuador,Spanish
32403,11/21/2018 12:51,es,a6de1ead-0aca-4392-b748-ad104311e010,2,earth,tierra,True, languagerank,50.0,28,10874,1063.0,NN,88,0.5106382979999999,2,2,81.81818182,earth,1427206,5,True,True,1/1/1999,Ecuador,Spanish
32539,11/22/2018 18:32,es,a6de1ead-0aca-4392-b748-ad104311e010,1,buzz,buzz,False, noflight,25.80645161,31,13044,31659.0,NN,938,0.276595745,1,1,90.90909091,buzz,4030,8,True,False,1/1/1999,Ecuador,Spanish
33516,11/21/2018 12:45,es,a6de1ead-0aca-4392-b748-ad104311e010,1,one,uno,True, languagerank,76.92307692,26,10437,112.0,CD,1720,0.978723404,1,1,90.90909091,one,25388199,3,True,True,1/1/1999,Ecuador,Spanish
34124,11/21/2018 15:48,es,a6de1ead-0aca-4392-b748-ad104311e010,1,lives,vidas,True, languagerank,45.28301887,53,12369,293.0,NNS,59,0.638297872,2,1,81.81818182,life,1405383,6,True,True,1/1/1999,Ecuador,Spanish
34125,11/21/2018 15:48,es,a6de1ead-0aca-4392-b748-ad104311e010,1,lives,vidas,True, languagerank,45.28301887,53,16114,120.0,NNS,59,0.638297872,1,1,81.81818182,life,1405383,6,True,True,1/1/1999,Ecuador,Spanish
35700,11/21/2018 21:23,es,a6de1ead-0aca-4392-b748-ad104311e010,1,tomorrow,maÃ±ana,True, languagerank,64.28571429,28,9846,2625.0,NN,93,0.7446808509999999,1,1,90.90909091,tomorrow,481591,4,True,True,1/1/1999,Ecuador,Spanish
35898,11/21/2018 15:33,es,a6de1ead-0aca-4392-b748-ad104311e010,1,stomach,estomago,True, languagerank,40.0,5,11836,3201.0,NN,27,0.319148936,3,1,72.72727273,stomach,349291,6,True,True,1/1/1999,Ecuador,Spanish
36062,11/21/2018 12:38,es,a6de1ead-0aca-4392-b748-ad104311e010,2,okay,bueno,True, languagerank,37.93103448,29,12245,4224.0,NN,763,0.8297872340000001,1,2,90.90909091,okay,347756,7,True,True,1/1/1999,Ecuador,Spanish
36340,11/21/2018 12:45,es,a6de1ead-0aca-4392-b748-ad104311e010,1,much,mucho,True, languagerank,75.0,20,10486,290.0,JJ,313,0.978723404,1,1,90.90909091,much,7505265,3,True,True,1/1/1999,Ecuador,Spanish
36504,11/21/2018 15:49,es,a6de1ead-0aca-4392-b748-ad104311e010,1,leave,dejar,True, languagerank,40.90909091,22,10008,213.0,VB,237,0.893617021,1,1,90.90909091,leave,2180276,6,True,True,1/1/1999,Ecuador,Spanish
37218,11/21/2018 15:33,es,a6de1ead-0aca-4392-b748-ad104311e010,1,could,podria,True, languagerank,39.28571429,28,9502,100.0,MD,573,1.0,1,1,90.90909091,could,13404877,7,True,True,1/1/1999,Ecuador,Spanish
