"","date","language_x","userid","level","word","guess","success","flight","success_rate","offered","id","rank","pos","tf","idf","level1","level2","psuccess","lemma","lemmaTF","bucket","model_prediction","model_correct","dob","country","language_y","age","syl"
"18",2018-11-14,"es","78e160e8-5983-4675-bc50-7507ffd930ff",7,"smoking","ropa","False"," noflight",33.33333333,27,17580,3566,"NN",14,0.191489362,2,7,54.54545455,"smoke",96795,7,"True","False",2007-01-01,"Colombia","Spanish",11.8688431231896,2
"19",2018-11-14,"es","78e160e8-5983-4675-bc50-7507ffd930ff",7,"smoking","ropa","False"," noflight",33.33333333,27,13659,6933,"NN",14,0.191489362,5,7,54.54545455,"smoke",96795,7,"True","False",2007-01-01,"Colombia","Spanish",11.8688431231896,2
"20",2018-11-14,"es","78e160e8-5983-4675-bc50-7507ffd930ff",5,"roof","techo","True"," noflight",40,25,12421,2409,"NN",128,0.574468085,1,5,90.90909091,"roof",493752,6,"True","True",2007-01-01,"Colombia","Spanish",11.8688431231896,1
"21",2018-11-14,"es","78e160e8-5983-4675-bc50-7507ffd930ff",11,"serious","grave","True"," noflight",71.42857143,28,11791,1206,"JJ",37,0.468085106,2,11,0,"serious",1290011,3,"False","False",2007-01-01,"Colombia","Spanish",11.8688431231896,3
"22",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"came","vino","True"," languagerank",39.13043478,23,10421,87,"VBD",108,0.787234043,1,1,90.90909091,"come",3414297,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"23",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"helping","ayudando","True"," languagerank",20,5,12709,105,"VBG",28,0.404255319,3,2,72.72727273,"help",1055263,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"24",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"married","casado","True"," languagerank",55.55555556,9,11777,3008,"JJ",32,0.382978723,3,1,72.72727273,"marry",306744,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"25",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"lips","labios","True"," languagerank",80,10,12981,3051,"NNS",34,0.29787234,3,1,72.72727273,"lip",206405,2,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"26",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"sound","sonido","True"," languagerank",73.91304348,23,12240,733,"NN",167,0.829787234,1,2,90.90909091,"sound",1693512,3,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"27",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"garages","garaje","False"," languagerank",0,3,17369,2852,"NNS",1,0.021276596,4,2,63.63636364,"garage",38387,10,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,3
"28",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"girl","chica","True"," languagerank",76.92307692,26,10037,696,"NN",316,0.829787234,1,1,90.90909091,"girl",1162727,3,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"29",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"systems","sistema","False"," languagerank",70,10,16117,128,"NNS",4,0.063829787,4,2,63.63636364,"system",2411614,3,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"30",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"year","aÃ±o","True"," noflight",60,25,10274,51,"NN",63,0.574468085,2,2,81.81818182,"year",11953901,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"31",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"year","aÃ±o","True"," noflight",60,25,10274,51,"NN",63,0.574468085,2,2,81.81818182,"year",11953901,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"32",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"us","nosotros","True"," noflight",31.57894737,19,10448,117,"PRP",672,0.957446809,1,1,90.90909091,"us",10357927,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"33",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"statues","estatuas","True"," languagerank",50,2,17858,4509,"NNS",4,0.042553191,4,2,63.63636364,"statue",62785,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"34",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"contact","contacto","True"," languagerank",70,10,13137,735,"NN",16,0.276595745,4,1,63.63636364,"contact",1726184,3,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"35",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"football","futbol","True"," languagerank",76.47058824,17,10549,1526,"NN",4,0.085106383,2,1,81.81818182,"football",949005,3,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"36",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"despicable","despresiable","False"," languagerank",83.33333333,6,15247,16949,"JJ",106,0.085106383,3,1,72.72727273,"despicable",18688,2,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,4
"37",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"finished","finalizado","False"," languagerank",30.55555556,36,12521,5060,"VBN",43,0.510638298,2,2,81.81818182,"finish",912189,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"38",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"finished","finalizado","False"," languagerank",30.55555556,36,16456,1786,"VBN",43,0.510638298,3,2,81.81818182,"finish",912189,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"39",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"fact","hecho","True"," noflight",36,25,12522,333,"NN",41,0.510638298,2,1,81.81818182,"fact",3523545,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"40",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"history","historia","True"," languagerank",66.66666667,9,12996,435,"NN",30,0.29787234,3,1,72.72727273,"history",3291015,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,3
"41",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"emotional","emosional","False"," languagerank",60,5,13601,2200,"JJ",20,0.191489362,4,2,63.63636364,"emotional",608462,4,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,4
"42",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"stuck","atascado","True"," languagerank",25,56,16674,2333,"NN",95,0.659574468,2,2,90.90909091,"stick",431493,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"43",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"stuck","atascado","True"," languagerank",25,56,12330,6692,"NN",95,0.659574468,1,2,90.90909091,"stick",431493,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"44",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",3,"everywhere","cualquier","False"," noflight",33.33333333,27,12413,2693,"RB",60,0.595744681,2,3,81.81818182,"everywhere",473944,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8909216355184,3
"45",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"warm","caliente","True"," noflight",54.54545455,22,10494,3780,"NN",48,0.510638298,2,2,81.81818182,"warm",888603,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"46",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"drive","conductor","False"," languagerank",60,20,9696,600,"NN",76,0.361702128,2,1,81.81818182,"drive",1051285,4,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"47",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"drive","manejar","True"," languagerank",60,20,9696,600,"NN",76,0.361702128,2,1,81.81818182,"drive",1051285,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"48",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"drive","manejar","True"," languagerank",60,20,9696,600,"NN",76,0.361702128,2,1,81.81818182,"drive",1051285,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"49",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"respected","respetado","True"," languagerank",0,5,17574,3510,"VBN",1,0.021276596,3,1,72.72727273,"respect",83988,10,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,3
"50",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"connect","conectar","True"," languagerank",75,4,11833,704,"NN",6,0.106382979,8,2,27.27272727,"connect",1059682,3,"False","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"51",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"connect","conectar","True"," languagerank",75,4,11833,704,"NN",6,0.106382979,8,2,27.27272727,"connect",1059682,3,"False","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"52",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"cities","ciudades","True"," languagerank",50,22,16145,212,"NNS",2,0.042553191,2,1,81.81818182,"city",809011,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"53",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"plus","mas","False"," languagerank",0,3,13321,11628,"CC",19,0.234042553,4,2,63.63636364,"plus",1187841,10,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"54",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"plus","mÃ¡s","True"," languagerank",0,3,13321,11628,"CC",19,0.234042553,4,2,63.63636364,"plus",1187841,10,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"55",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"plus","mÃ¡s","True"," languagerank",0,3,13321,11628,"CC",19,0.234042553,4,2,63.63636364,"plus",1187841,10,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"56",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"party","fiesta","True"," languagerank",57.14285714,28,9656,414,"NN",124,0.574468085,1,1,90.90909091,"party",2545184,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"57",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"stopped","detenido","True"," languagerank",34.7826087,23,12556,472,"VBD",35,0.489361702,2,2,81.81818182,"stop",658340,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"58",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"closed","cerrado","True"," languagerank",69.76744186,43,12483,4007,"VBD",54,0.531914894,2,2,81.81818182,"close",622575,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"59",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"closed","cerrado","True"," languagerank",69.76744186,43,16489,3488,"VBD",54,0.531914894,1,2,81.81818182,"close",622575,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"60",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"and","y","True"," noflight",63.63636364,33,9496,3,"CC",13272,1,1,1,90.90909091,"and",387117884,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"61",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"cake","panquÃ©","False"," languagerank",33.33333333,9,10766,2189,"NN",42,0.276595745,3,1,72.72727273,"cake",491336,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"62",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"innocent","inocente","True"," languagerank",75,4,14390,5167,"NN",12,0.127659574,6,1,45.45454545,"innocent",178375,3,"False","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,3
"63",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"kicks","patadas","True"," languagerank",29.03225806,31,12476,4244,"NNS",87,0.531914894,2,2,81.81818182,"kick",93905,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"64",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"lamps","lamparas","True"," languagerank",20,10,17705,3909,"N",0,0,3,2,72.72727273,"lamp",102955,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"65",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","relevado","False"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"66",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","aliviado","True"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"67",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","aliviado","True"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"68",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","liberado","False"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"69",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","aliviado","True"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"70",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","relevado","False"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"71",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","aliviado","True"," languagerank",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"72",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"relieved","aliviado","True"," noflight",33.33333333,9,12829,4439,"VBN",36,0.340425532,3,2,72.72727273,"relieve",60514,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,2
"73",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"knows","sabe","True"," languagerank",22.22222222,18,12258,73,"NNS",112,0.787234043,1,2,90.90909091,"know",1048913,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"74",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"queens","reinas","True"," languagerank",34.7826087,23,17119,2233,"NNS",2,0.042553191,1,1,90.90909091,"queen",50814,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"75",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"queens","reinas","True"," noflight",34.7826087,23,17119,2233,"NNS",2,0.042553191,1,1,90.90909091,"queen",50814,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"76",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"pretending","pretendiendo","True"," languagerank",50,6,13486,4829,"VBG",15,0.212765957,5,2,54.54545455,"pretend",56482,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,3
"77",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"against","contra","True"," languagerank",28,25,10770,281,"IN",179,0.808510638,1,2,90.90909091,"against",4930936,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"78",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"seeking","buscando","True"," languagerank",55.55555556,9,16436,858,"VBG",5,0.042553191,6,2,45.45454545,"seek",638971,5,"False","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"79",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"today","hoy","True"," languagerank",62.96296296,27,10492,298,"NN",168,0.85106383,1,1,90.90909091,"today",4631862,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"80",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"horrors","horror","False"," languagerank",40,5,17662,3760,"N",0,0,3,2,72.72727273,"horror",41784,6,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"81",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",11,"final","final","True"," noflight",56.52173913,23,9790,2322,"JJ",280,0.468085106,1,11,0,"final",1984108,5,"False","False",1999-01-01,"Ecuador","Spanish",19.8909216355184,2
"82",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"cup","copa","True"," languagerank",63.63636364,22,10473,1081,"NN",70,0.382978723,2,1,81.81818182,"cup",1224021,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"83",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"steps","pasos","True"," languagerank",52.94117647,17,12381,410,"NNS",253,0.617021277,1,1,90.90909091,"step",1270556,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"84",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",11,"approaching","aprovechando","False"," noflight",7.692307692,26,12548,2001,"VBG",41,0.489361702,2,11,0,"approach",170538,10,"False","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,3
"85",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"check","comprobar","True"," languagerank",50,18,12482,341,"NN",59,0.531914894,2,2,81.81818182,"check",3044778,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"86",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",6,"somebody","alguien","True"," noflight",26.92307692,26,12436,3283,"NN",69,0.574468085,2,6,81.81818182,"somebody",350669,8,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,3
"87",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"straight","recto","True"," languagerank",15.38461538,26,12299,2490,"NN",89,0.723404255,1,2,90.90909091,"straight",712196,9,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"88",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"question","pregunta","True"," noflight",57.14285714,28,12344,235,"NN",67,0.659574468,2,2,81.81818182,"question",2774292,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,2
"89",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"safe","seguro","True"," languagerank",38.46153846,26,9730,6494,"JJ",101,0.723404255,1,2,90.90909091,"safe",1656475,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"90",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"safe","seguro","True"," languagerank",38.46153846,26,9730,6494,"JJ",101,0.723404255,1,2,90.90909091,"safe",1656475,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"91",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"safe","seguro","True"," noflight",38.46153846,26,9730,6494,"JJ",101,0.723404255,1,2,90.90909091,"safe",1656475,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"92",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"closer","cerca","True"," languagerank",38.0952381,21,12494,1252,"NN",115,0.510638298,2,1,81.81818182,"close",281500,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"93",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",3,"having","teniendo","True"," languagerank",47.36842105,19,12323,10,"VBG",85,0.680851064,2,3,81.81818182,"have",5127337,6,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"94",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",5,"reacts","reaccion","False"," noflight",14.81481481,27,13565,3320,"NNS",113,0.191489362,2,5,81.81818182,"react",52230,9,"True","False",1999-01-01,"Ecuador","Spanish",19.8909216355184,2
"95",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"nice","bien","False"," languagerank",33.33333333,21,9803,662,"JJ",220,0.936170213,1,1,90.90909091,"nice",2242209,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"96",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"wings","viento","False"," languagerank",32.25806452,31,12592,2267,"NNS",70,0.446808511,2,2,81.81818182,"wing",275294,7,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"97",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"wings","alas","True"," languagerank",32.25806452,31,12592,2267,"NNS",70,0.446808511,2,2,81.81818182,"wing",275294,7,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"98",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"me","yo","True"," languagerank",57.89473684,19,9518,79,"PRP",3151,0.978723404,1,1,90.90909091,"me",16622562,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"99",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"home","hogar","True"," noflight",61.9047619,21,12173,720,"NN",402,0.978723404,1,1,90.90909091,"home",5945801,4,"True","True",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"100",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"charming","embrujando","False"," languagerank",0,15,12960,12773,"VBG",253,0.29787234,1,1,90.90909091,"charming",166747,10,"True","False",1999-01-01,"Ecuador","Spanish",19.8881837247633,2
"101",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",2,"earth","tierra","True"," languagerank",50,28,10874,1063,"NN",88,0.510638298,2,2,81.81818182,"earth",1427206,5,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
"102",2018-11-22,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"buzz","buzz","False"," noflight",25.80645161,31,13044,31659,"NN",938,0.276595745,1,1,90.90909091,"buzz",4030,8,"True","False",1999-01-01,"Ecuador","Spanish",19.8909216355184,1
"103",2018-11-21,"es","a6de1ead-0aca-4392-b748-ad104311e010",1,"one","uno","True"," languagerank",76.92307692,26,10437,112,"CD",1720,0.978723404,1,1,90.90909091,"one",25388199,3,"True","True",1999-01-01,"Ecuador","Spanish",19.8881837247633,1
