,Unnamed: 0,date,language_x,userid,level,word,guess,success,flight,success_rate,offered,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket,model_prediction,model_correct,dob,country,language_y,age
46,47,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,drive,manejar,True, languagerank,60.0,20,9696,600.0,NN,76,0.36170212799999996,2,1,81.81818182,drive,1051285,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
47,48,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,drive,manejar,True, languagerank,60.0,20,9696,600.0,NN,76,0.36170212799999996,2,1,81.81818182,drive,1051285,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
51,52,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cities,ciudades,True, languagerank,50.0,22,16145,212.0,NNS,2,0.042553191,2,1,81.81818182,city,809011,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
55,56,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,party,fiesta,True, languagerank,57.14285714,28,9656,414.0,NN,124,0.574468085,1,1,90.90909091,party,2545184,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
56,57,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,stopped,detenido,True, languagerank,34.782608700000004,23,12556,472.0,VBD,35,0.489361702,2,2,81.81818182,stop,658340,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
57,58,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,closed,cerrado,True, languagerank,69.76744186,43,12483,4007.0,VBD,54,0.531914894,2,2,81.81818182,close,622575,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
58,59,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,closed,cerrado,True, languagerank,69.76744186,43,16489,3488.0,VBD,54,0.531914894,1,2,81.81818182,close,622575,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
59,60,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,and,y,True, noflight,63.63636364,33,9496,3.0,CC,13272,1.0,1,1,90.90909091,and,387117884,4,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
62,63,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,kicks,patadas,True, languagerank,29.03225806,31,12476,4244.0,NNS,87,0.531914894,2,2,81.81818182,kick,93905,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
63,64,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,lamps,lamparas,True, languagerank,20.0,10,17705,3909.0,N,0,0.0,3,2,72.72727273,lamp,102955,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
72,73,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,knows,sabe,True, languagerank,22.22222222,18,12258,73.0,NNS,112,0.787234043,1,2,90.90909091,know,1048913,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
73,74,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,queens,reinas,True, languagerank,34.782608700000004,23,17119,2233.0,NNS,2,0.042553191,1,1,90.90909091,queen,50814,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
74,75,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,queens,reinas,True, noflight,34.782608700000004,23,17119,2233.0,NNS,2,0.042553191,1,1,90.90909091,queen,50814,7,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
76,77,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,against,contra,True, languagerank,28.0,25,10770,281.0,IN,179,0.808510638,1,2,90.90909091,against,4930936,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
78,79,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,today,hoy,True, languagerank,62.96296296,27,10492,298.0,NN,168,0.85106383,1,1,90.90909091,today,4631862,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
80,81,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,final,final,True, noflight,56.52173913,23,9790,2322.0,JJ,280,0.46808510600000003,1,11,0.0,final,1984108,5,False,False,1999-01-01,Ecuador,Spanish,19.8909216355184
81,82,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,cup,copa,True, languagerank,63.63636364,22,10473,1081.0,NN,70,0.38297872299999997,2,1,81.81818182,cup,1224021,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
82,83,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,steps,pasos,True, languagerank,52.94117647,17,12381,410.0,NNS,253,0.617021277,1,1,90.90909091,step,1270556,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
83,84,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,approaching,aprovechando,False, noflight,7.692307692000001,26,12548,2001.0,VBG,41,0.489361702,2,11,0.0,approach,170538,10,False,True,1999-01-01,Ecuador,Spanish,19.8909216355184
84,85,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,check,comprobar,True, languagerank,50.0,18,12482,341.0,NN,59,0.531914894,2,2,81.81818182,check,3044778,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
85,86,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,6,somebody,alguien,True, noflight,26.92307692,26,12436,3283.0,NN,69,0.574468085,2,6,81.81818182,somebody,350669,8,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
86,87,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,straight,recto,True, languagerank,15.38461538,26,12299,2490.0,NN,89,0.723404255,1,2,90.90909091,straight,712196,9,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
87,88,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,question,pregunta,True, noflight,57.14285714,28,12344,235.0,NN,67,0.659574468,2,2,81.81818182,question,2774292,5,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
88,89,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,safe,seguro,True, languagerank,38.46153846,26,9730,6494.0,JJ,101,0.723404255,1,2,90.90909091,safe,1656475,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
89,90,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,safe,seguro,True, languagerank,38.46153846,26,9730,6494.0,JJ,101,0.723404255,1,2,90.90909091,safe,1656475,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
90,91,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,2,safe,seguro,True, noflight,38.46153846,26,9730,6494.0,JJ,101,0.723404255,1,2,90.90909091,safe,1656475,7,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
91,92,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,closer,cerca,True, languagerank,38.095238099999996,21,12494,1252.0,NN,115,0.5106382979999999,2,1,81.81818182,close,281500,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
92,93,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,having,teniendo,True, languagerank,47.36842105,19,12323,10.0,VBG,85,0.6808510640000001,2,3,81.81818182,have,5127337,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
93,94,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,5,reacts,reaccion,False, noflight,14.81481481,27,13565,3320.0,NNS,113,0.191489362,2,5,81.81818182,react,52230,9,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
94,95,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,nice,bien,False, languagerank,33.33333333,21,9803,662.0,JJ,220,0.9361702129999999,1,1,90.90909091,nice,2242209,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
95,96,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,wings,viento,False, languagerank,32.25806452,31,12592,2267.0,NNS,70,0.446808511,2,2,81.81818182,wing,275294,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
96,97,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,wings,alas,True, languagerank,32.25806452,31,12592,2267.0,NNS,70,0.446808511,2,2,81.81818182,wing,275294,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
97,98,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,me,yo,True, languagerank,57.89473684,19,9518,79.0,PRP,3151,0.978723404,1,1,90.90909091,me,16622562,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
98,99,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,home,hogar,True, noflight,61.9047619,21,12173,720.0,NN,402,0.978723404,1,1,90.90909091,home,5945801,4,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
99,100,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,charming,embrujando,False, languagerank,0.0,15,12960,12773.0,VBG,253,0.29787234,1,1,90.90909091,charming,166747,10,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
100,101,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,earth,tierra,True, languagerank,50.0,28,10874,1063.0,NN,88,0.5106382979999999,2,2,81.81818182,earth,1427206,5,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
101,102,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,buzz,buzz,False, noflight,25.80645161,31,13044,31659.0,NN,938,0.276595745,1,1,90.90909091,buzz,4030,8,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
102,103,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,one,uno,True, languagerank,76.92307692,26,10437,112.0,CD,1720,0.978723404,1,1,90.90909091,one,25388199,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
103,104,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,lives,vidas,True, languagerank,45.28301887,53,12369,293.0,NNS,59,0.638297872,2,1,81.81818182,life,1405383,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
104,105,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,lives,vidas,True, languagerank,45.28301887,53,16114,120.0,NNS,59,0.638297872,1,1,81.81818182,life,1405383,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
105,106,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,tomorrow,ma̱ana,True, languagerank,64.28571429,28,9846,2625.0,NN,93,0.7446808509999999,1,1,90.90909091,tomorrow,481591,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
107,108,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,okay,bueno,True, languagerank,37.93103448,29,12245,4224.0,NN,763,0.8297872340000001,1,2,90.90909091,okay,347756,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
108,109,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,much,mucho,True, languagerank,75.0,20,10486,290.0,JJ,313,0.978723404,1,1,90.90909091,much,7505265,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
109,110,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,leave,dejar,True, languagerank,40.90909091,22,10008,213.0,VB,237,0.893617021,1,1,90.90909091,leave,2180276,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
110,111,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,could,podria,True, languagerank,39.28571429,28,9502,100.0,MD,573,1.0,1,1,90.90909091,could,13404877,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
111,112,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,next,siguiente,True, languagerank,68.42105263,19,12219,219.0,JJ,321,0.893617021,1,2,90.90909091,next,6045354,4,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
112,113,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,whole,todo,True, languagerank,40.90909091,22,10651,603.0,JJ,211,0.914893617,1,2,90.90909091,whole,2578604,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
113,114,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,thanked,agradecido,False, languagerank,0.0,34,16336,681.0,V,0,0.0,1,2,90.90909091,thank,50137,10,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
114,115,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,button,boton,True, languagerank,45.16129032,31,12806,8170.0,NN,130,0.34042553200000003,2,1,81.81818182,button,1430354,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
115,116,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,salt,sal,True, languagerank,72.0,25,9765,1900.0,NN,94,0.212765957,2,1,81.81818182,salt,666541,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
116,117,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,salt,sal,True, noflight,72.0,25,9765,1900.0,NN,94,0.212765957,2,1,81.81818182,salt,666541,3,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
117,118,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,11,stair,escalera,True, noflight,19.04761905,21,15812,,NN,1,0.021276596000000002,2,11,0.0,stairs,28136,9,False,False,1999-01-01,Ecuador,Spanish,19.8909216355184
120,121,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,7,bigger,grande,False, noflight,17.85714286,28,16136,180.0,JJR,34,0.5106382979999999,2,7,81.81818182,big,799986,9,True,False,1999-01-01,Ecuador,Spanish,19.8909216355184
121,122,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,3,backs,retroceder,False, languagerank,24.0,25,12502,415.0,NNS,82,0.5106382979999999,2,3,81.81818182,back,111040,8,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
124,125,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,slowly,lentamente,True, languagerank,14.28571429,21,12424,2209.0,RB,147,0.574468085,1,2,90.90909091,slowly,604747,9,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
125,126,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,frames,cuadros,False, languagerank,38.88888889,54,17872,4559.0,NNS,1,0.021276596000000002,2,2,81.81818182,frame,250895,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
126,127,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,frames,cuadros,False, languagerank,38.88888889,54,16672,4559.0,NNS,1,0.021276596000000002,2,2,81.81818182,frame,250895,7,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
128,129,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,centered,centrado,True, languagerank,47.36842105,19,17993,373.0,VBN,1,0.021276596000000002,2,2,81.81818182,center,117829,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
129,130,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,trapped,atrapado,True, languagerank,45.83333333,24,12602,4604.0,VBN,49,0.446808511,2,1,81.81818182,trap,131187,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
131,132,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,sword,espada,True, languagerank,36.84210526,19,12583,3153.0,NN,142,0.446808511,1,2,90.90909091,sword,283687,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
132,133,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,pile,pila,True, languagerank,30.43478261,23,12500,7798.0,NN,88,0.5106382979999999,2,1,81.81818182,pile,159198,7,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
135,136,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,giant,gigante,True, languagerank,70.58823529,17,12376,3506.0,NN,105,0.617021277,1,1,90.90909091,giant,356011,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
138,139,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,probably,probable,False, languagerank,41.66666667,24,10811,426.0,RB,83,0.659574468,2,1,81.81818182,probably,3391732,6,True,False,1999-01-01,Ecuador,Spanish,19.8881837247633
139,140,2018-11-22,es,a6de1ead-0aca-4392-b748-ad104311e010,1,probably,probablemente,True, noflight,41.66666667,24,10811,426.0,RB,83,0.659574468,2,1,81.81818182,probably,3391732,6,True,True,1999-01-01,Ecuador,Spanish,19.8909216355184
141,142,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,important,importante,True, languagerank,75.0,16,12371,243.0,JJ,56,0.638297872,2,1,81.81818182,important,5492894,3,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
143,144,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,locked,trancado,True, languagerank,28.57142857,28,12629,9193.0,VBN,56,0.425531915,2,2,81.81818182,lock,245730,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
144,145,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,2,locked,trancado,True, languagerank,28.57142857,28,17250,2981.0,VBN,56,0.425531915,3,2,81.81818182,lock,245730,8,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
145,146,2018-11-21,es,a6de1ead-0aca-4392-b748-ad104311e010,1,pause,pausa,True, languagerank,47.05882353,17,11002,6900.0,NN,63,0.319148936,2,1,81.81818182,pause,51462,6,True,True,1999-01-01,Ecuador,Spanish,19.8881837247633
